,gate_0,gate_1,gate_2,gate_3,gate_4,gate_5,gate_6,gate_7,gate_8,gate_9,gate_10,gate_11,gate_12,gate_13,gate_14,gate_15,gate_16,gate_17,gate_18,gate_19,gate_20,gate_21,gate_22,gate_23,gate_24,gate_25,gate_26,gate_27,gate_28,gate_29,gate_30,gate_31,gate_32,gate_33,gate_34,gate_35,gate_36,gate_37,gate_38,gate_39,gate_40,gate_41,gate_42,gate_43,gate_44,gate_45,gate_46,gate_47,gate_48,gate_49,gate_50,gate_51,gate_52,gate_53,gate_54,gate_55,gate_56,gate_57,gate_58,gate_59,gate_60,gate_61,gate_62,gate_63,gate_64,gate_65,gate_66,gate_67,gate_68,gate_69,gate_70,gate_71,gate_72,gate_73,gate_74,gate_75,gate_76,gate_77,gate_78,gate_79,gate_80,gate_81,gate_82,gate_83,gate_84,gate_85,gate_86,gate_87,gate_88,gate_89,gate_90,gate_91,gate_92,gate_93,gate_94,gate_95,gate_96,gate_97,gate_98,gate_99,gate_100,gate_101,gate_102,gate_103,gate_104,gate_105,gate_106,gate_107,gate_108,gate_109,gate_110,gate_111,gate_112,gate_113,gate_114,gate_115,gate_116,gate_117,gate_118,gate_119,gate_120,gate_121,gate_122,gate_123,gate_124,gate_125,gate_126,gate_127,gate_128,gate_129,gate_130,gate_131,gate_132,gate_133,gate_134,gate_135,gate_136,gate_137,gate_138,gate_139,gate_140,gate_141,gate_142,gate_143,gate_144,gate_145,gate_146,gate_147,gate_148,gate_149,gate_150,gate_151,gate_152,gate_153,gate_154,gate_155,gate_156,gate_157,gate_158,gate_159,gate_160,gate_161,gate_162,gate_163,gate_164,gate_165,gate_166,gate_167,gate_168,gate_169,gate_170,gate_171,gate_172,gate_173,gate_174,gate_175,gate_176,gate_177,gate_178,gate_179,gate_180,gate_181,gate_182,gate_183,gate_184,gate_185,gate_186,gate_187,gate_188,gate_189,gate_190,gate_191,gate_192,gate_193,gate_194,gate_195,gate_196,gate_197,gate_198,gate_199,gate_200,gate_201,gate_202,gate_203,gate_204,gate_205,gate_206,gate_207,gate_208,gate_209,gate_210,gate_211,gate_212,gate_213,gate_214,gate_215,gate_216,gate_217,gate_218,gate_219,gate_220,gate_221,gate_222,gate_223,gate_224,gate_225,gate_226,gate_227,gate_228,gate_229,gate_230,gate_231,gate_232,gate_233,gate_234,gate_235,gate_236,gate_237,gate_238,gate_239,gate_240,gate_241,gate_242,gate_243,gate_244,gate_245,gate_246,gate_247,gate_248,gate_249,gate_250,gate_251,gate_252,gate_253,gate_254,gate_255
auto_199,1020,956,1099,887,1175,919,1448,586,1020,4464,1099,4877,1175,915,1070,1128,1229,1125,3955,586,1229,586,3885,586,1229,3191,3955,3097,1141,932,6794,635,1020,956,1099,887,1175,1054,1448,1040,1020,4838,1099,4877,1175,6317,1070,4873,1229,1125,939,919,1229,1042,6392,586,1229,2417,939,1274,2608,1281,3554,635,1020,5029,1099,3118,1175,731,985,919,1020,7328,1099,6910,1175,699,985,913,1229,5008,3955,3075,1229,841,6745,586,1229,7315,3955,1130,1141,742,939,635,1020,5229,1099,1630,1175,6941,2206,1270,1020,6672,1099,4082,1175,5934,3501,4656,1229,5008,939,1044,1229,5023,3526,586,1229,4103,939,975,4261,5015,4428,635,1020,7120,1099,6824,1175,1490,1448,5089,1020,6708,1099,4806,1175,866,1070,2929,1229,8101,3955,7112,1229,5405,4880,5021,1229,3400,3955,4509,1141,918,5593,4329,1020,7120,1099,4827,1175,6258,1448,4744,1020,4126,1099,4806,1175,4518,1070,2794,1229,4187,939,1006,1229,4805,1059,582,1229,467,939,461,1141,461,939,461,1020,7178,1099,3270,1175,995,985,917,1020,832,1099,466,1175,461,985,461,1229,4164,3955,4500,1229,5153,5608,4281,1229,466,3955,461,1141,461,939,461,1020,4804,1099,468,1175,4765,985,461,1020,466,1099,466,1175,461,985,461,1229,4164,939,461,1229,4954,939,461,1229,466,939,461,1141,461,939,461
auto_200,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_201,462,5518,785,5211,820,895,844,4567,462,6676,785,6614,820,895,819,3709,808,5119,5392,4567,845,4567,5383,4567,808,6014,5392,4403,3655,895,7137,4567,462,5518,785,5211,820,5491,844,4579,462,7304,785,6614,820,7310,819,6637,808,5119,6338,895,845,4578,4495,4567,808,2849,6338,3591,2707,4357,7591,4567,462,6709,785,6245,820,895,3672,895,462,7600,785,7430,820,895,3672,895,808,6985,5392,4381,830,3720,7105,4567,808,7488,5392,981,3655,895,6338,4567,462,7345,785,2809,820,7332,2641,4373,462,7764,785,2134,820,7527,4108,6910,808,6985,6338,3620,830,6978,7833,4567,808,2136,6338,895,4116,6735,5882,4567,462,7657,785,7393,820,8053,844,6086,462,6769,785,7265,820,7137,819,6992,808,7889,5392,6339,845,6098,6089,895,808,4023,5392,801,3655,895,1459,770,462,7657,785,7253,820,6969,844,5182,462,6537,785,7265,820,4269,819,4979,808,7561,6338,1456,845,4793,6477,1132,808,620,6338,895,3655,895,6338,895,462,6797,785,4030,820,7144,3672,895,462,981,785,552,820,895,3672,895,808,7520,5392,801,830,7121,1460,770,808,552,5392,895,3655,895,6338,895,462,6553,785,620,820,4087,3672,895,462,552,785,552,820,895,3672,895,808,7520,6338,895,830,5100,6338,895,808,552,6338,895,3655,895,6338,895
auto_202,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_203,462,1435,763,1077,820,895,819,1063,462,4454,763,4559,820,895,819,1063,808,4939,4406,1063,845,1063,4381,1063,808,2894,4406,1064,3655,895,7137,1063,462,1435,763,1077,820,1490,819,1064,462,4673,763,4559,820,7208,819,4612,808,4939,6338,895,845,1061,5563,1063,808,2956,6338,1064,2625,4817,7591,1063,462,7991,763,5918,820,895,3672,895,462,7319,763,7568,820,895,3672,895,808,7406,4406,1072,830,732,7299,1063,808,7261,4406,981,3655,895,6338,1063,462,6376,763,2248,820,7050,2557,1221,462,7623,763,1278,820,7379,4044,4457,808,7406,6338,828,830,7470,7813,1063,808,1393,6338,895,4014,7158,5176,1063,462,7712,763,7073,820,4578,819,6160,462,6998,763,5121,820,6461,819,4890,808,6818,4406,4860,845,5883,5771,895,808,3758,4406,770,3655,895,6338,770,462,7712,763,5298,820,6965,819,5162,462,7520,763,5121,820,5543,819,4592,808,5915,6338,1456,845,4816,6429,1067,808,620,6338,895,3655,895,6338,895,462,6641,763,1943,820,1347,3672,895,462,981,763,895,820,895,3672,895,808,5928,4406,923,830,7315,1460,895,808,552,4406,895,3655,895,6338,895,462,6656,763,950,820,4888,3672,895,462,552,763,895,820,895,3672,895,808,5928,6338,895,830,4732,6338,895,808,552,6338,895,3655,895,6338,895
auto_204,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_205,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_206,703,703,703,703,459,459,703,703,703,703,703,702,459,459,703,533,703,703,703,703,703,703,703,703,703,635,703,645,459,459,589,703,703,703,703,703,459,703,703,703,703,703,703,702,459,617,703,702,703,703,459,459,703,702,624,703,703,586,459,576,459,701,459,703,703,703,703,703,459,459,459,459,703,701,703,650,459,459,459,459,703,703,703,702,703,703,592,703,703,598,703,461,459,459,459,703,703,703,703,459,459,567,459,700,703,694,703,592,459,494,459,613,703,703,459,701,703,702,465,703,703,689,459,459,459,695,703,703,703,703,703,703,459,459,703,576,703,703,703,703,459,459,703,703,703,678,703,620,703,586,459,459,703,511,703,463,459,459,459,459,703,703,703,703,459,459,703,461,703,703,703,703,459,701,703,701,703,581,459,459,703,459,459,459,703,461,459,459,459,459,459,459,703,589,703,471,459,459,459,459,703,461,703,459,459,459,459,459,703,581,703,461,703,537,461,461,703,461,703,459,459,459,459,459,703,516,703,459,459,502,459,459,703,461,703,459,459,459,459,459,703,581,459,459,703,533,459,459,703,461,459,459,459,459,459,459
auto_207,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_208,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_209,4255,945,6336,931,5759,895,6421,1133,4255,7732,6336,7601,5759,895,7380,1021,4241,1105,7817,1133,4301,1133,7794,1133,4241,3202,7817,1133,6096,895,8400,1133,4255,945,6336,931,5759,1007,6421,1133,4255,7747,6336,7601,5759,7734,7380,7837,4241,1105,7521,895,4301,1134,8344,1133,4241,2705,7521,1051,6773,1228,8363,1133,4255,4431,6336,3066,5759,895,7184,895,4255,8607,6336,7915,5759,895,7184,895,4241,5036,7817,1134,4295,1133,8401,1133,4241,8141,7817,944,6096,895,7521,1133,4255,5559,6336,2284,5759,7890,6899,5316,4255,8654,6336,1087,5759,8292,7663,4480,4241,5036,7521,1134,4295,5028,7862,1133,4241,1408,7521,895,6720,4420,7036,1133,4255,8308,6336,8155,5759,2031,6421,6718,4255,6851,6336,7388,5759,1437,7380,6235,4241,8261,7817,6285,4301,6735,8227,895,4241,4057,7817,980,6096,895,7173,895,4255,8308,6336,6593,5759,7607,6421,5217,4255,7270,6336,7388,5759,5040,7380,4527,4241,5919,7521,1382,4301,5605,7506,1053,4241,956,7521,895,6096,895,7521,895,4255,8018,6336,2906,5759,1615,7184,895,4255,945,6336,552,5759,895,7184,895,4241,5882,7817,931,4295,6294,7178,931,4241,895,7817,895,6096,895,7521,895,4255,7477,6336,595,5759,5227,7184,895,4255,552,6336,552,5759,895,7184,895,4241,5882,7521,895,4295,4560,7521,895,4241,895,7521,895,6096,895,7521,895
auto_210,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_211,5542,945,8227,3220,7724,895,8230,895,5542,7745,8227,7513,7724,895,8233,895,5541,1105,8003,895,5621,895,7934,895,5541,5448,8003,895,7309,895,8633,895,5542,945,8227,3220,7724,1007,8230,895,5542,7387,8227,7513,7724,7850,8233,7522,5541,1105,5988,895,5621,895,6133,895,5541,2685,5988,895,7674,1228,6902,895,5542,4431,8227,3066,7724,895,6869,895,5542,8358,8227,8222,7724,895,6869,895,5541,5063,8003,895,5615,895,8614,895,5541,8213,8003,944,7309,895,5988,895,5542,5213,8227,2750,7724,8047,7955,3086,5542,8641,8227,1304,7724,7593,8304,6815,5541,5063,5988,895,5615,5067,7861,895,5541,1301,5988,895,7896,4420,7166,895,5542,8177,8227,8419,7724,4675,8230,6930,5542,6943,8227,6263,7724,1437,8233,6235,5541,8070,8003,4546,5621,6799,8191,895,5541,4178,8003,895,7309,895,5988,895,5542,8177,8227,6317,7724,7952,8230,4753,5542,7309,8227,6263,7724,5128,8233,4527,5541,6284,5988,1382,5621,4802,6102,1053,5541,956,5988,895,7309,895,5988,895,5542,8034,8227,2934,7724,6339,6869,895,5542,945,8227,895,7724,895,6869,895,5541,6250,8003,895,5615,6259,5988,895,5541,895,8003,895,7309,895,5988,895,5542,7671,8227,925,7724,4560,6869,895,5542,552,8227,895,7724,895,6869,895,5541,6250,5988,895,5615,4560,5988,895,5541,895,5988,895,7309,895,5988,895
auto_212,834,835,834,984,459,459,834,832,834,836,834,832,459,459,834,832,834,832,1318,832,834,832,1277,832,834,832,1318,830,459,459,1167,832,834,835,834,984,459,833,834,830,834,856,834,832,459,860,834,831,834,832,459,459,834,832,776,832,834,459,459,828,459,849,470,832,834,905,834,779,459,459,459,459,834,1453,834,1094,459,459,459,459,834,888,1318,791,833,589,1049,832,834,1028,1318,464,459,459,459,832,834,1223,834,755,459,1057,459,828,834,1366,834,815,459,552,459,823,834,888,459,653,833,888,459,832,834,794,459,459,459,730,1191,832,834,2615,834,897,459,459,834,1041,834,863,834,744,459,459,834,651,834,905,1318,769,834,1184,459,459,834,484,1318,464,459,459,464,464,834,2615,834,744,459,459,834,459,834,645,834,744,459,566,834,645,834,1068,459,459,834,464,459,459,834,459,459,459,459,459,459,459,834,3482,834,622,459,459,459,459,834,464,834,461,459,459,459,459,834,983,1318,467,833,982,459,459,834,459,1318,459,459,459,459,459,834,1755,834,461,459,1740,459,459,834,461,834,461,459,459,459,459,834,983,459,459,833,885,459,459,834,459,459,459,459,459,459,459
auto_213,4451,994,5948,1042,4741,919,5977,586,4451,4800,5948,4938,4741,915,5959,1128,4644,1125,4502,586,4644,586,4407,586,4644,3191,4502,3097,2776,932,7385,635,4451,994,5948,1042,4741,1092,5977,1040,4451,4856,5948,4938,4741,6134,5959,4936,4644,1125,1367,919,4644,1042,7008,586,4644,2417,1367,1274,4293,1281,4169,635,4451,5013,5948,3117,4741,731,3329,919,4451,7619,5948,6977,4741,699,3329,913,4644,5008,4502,3075,4644,841,7337,586,4644,7315,4502,1130,2776,742,1367,635,4451,5081,5948,2082,4741,6327,5276,1270,4451,6862,5948,4079,4741,5934,6165,4656,4644,5008,1367,1044,4644,5023,4106,586,4644,4103,1367,975,6121,5015,5032,635,4451,7113,5948,7230,4741,912,5977,5211,4451,6702,5948,4894,4741,868,5959,4480,4644,8101,4502,7112,4644,5405,5399,5021,4644,3400,4502,4509,2776,918,6225,4329,4451,7113,5948,4919,4741,4561,5977,4760,4451,4228,5948,4894,4741,4549,5959,4312,4644,4187,1367,1006,4644,4805,1495,582,4644,467,1367,461,2776,461,1367,461,4451,7278,5948,3280,4741,1005,3329,917,4451,832,5948,466,4741,461,3329,461,4644,4164,4502,4500,4644,5153,6229,4281,4644,466,4502,461,2776,461,1367,461,4451,4769,5948,468,4741,4999,3329,461,4451,466,5948,466,4741,461,3329,461,4644,4164,1367,461,4644,4954,1367,461,4644,466,1367,461,2776,461,1367,461
auto_214,6698,1384,7656,3291,459,459,7569,3121,6698,4474,7656,4405,459,459,7604,1626,6684,3291,5225,3121,7605,3121,5205,3121,6684,2790,5225,2989,459,459,2551,3121,6698,1384,7656,3291,459,2441,7569,3111,6698,4203,7656,4405,459,1836,7604,4392,6684,3291,459,459,7605,3111,2255,3121,6684,1584,459,2509,459,3155,471,3121,6698,4389,7656,3192,459,459,459,459,6698,4707,7656,3082,459,459,459,459,6684,4449,5225,2921,7604,1602,2027,3121,6684,3100,5225,468,459,459,459,3121,6698,4478,7656,755,459,2640,459,3226,6698,4091,7656,2472,459,668,459,3188,6684,4449,459,2487,7604,4345,466,3121,6684,1733,459,459,459,3219,5846,3121,6698,5245,7656,3502,459,459,7569,2633,6698,4289,7656,2513,459,459,7604,2195,6684,5381,5225,2132,7605,2295,459,459,6684,898,5225,574,459,459,573,516,6698,5245,7656,2418,459,459,7569,533,6698,2056,7656,2513,459,1840,7604,1991,6684,2797,459,459,7605,532,459,459,6684,461,459,459,459,459,459,459,6698,4383,7656,941,459,459,459,459,6698,468,7656,461,459,459,459,459,6684,2796,5225,575,7604,2436,574,516,6684,461,5225,459,459,459,459,459,6698,2176,7656,461,459,1884,459,459,6698,462,7656,461,459,459,459,459,6684,2796,459,459,7604,2178,459,459,6684,461,459,459,459,459,459,459
auto_215,5331,994,8167,1042,7650,919,8158,586,5331,4800,8167,4938,7650,915,7110,1128,5536,1125,4384,586,5536,586,4313,586,5536,3191,4384,3097,4311,932,7209,635,5331,994,8167,1042,7650,1092,8158,1040,5331,4856,8167,4938,7650,6633,7110,4936,5536,1125,1430,919,5536,1042,6821,586,5536,2417,1430,1274,5738,1281,3976,635,5331,5013,8167,3117,7650,731,4834,919,5331,7619,8167,6977,7650,699,4834,913,5536,5008,4384,3075,5536,841,7150,586,5536,7315,4384,1130,4311,742,1430,635,5331,5192,8167,2082,7650,6941,6762,1270,5331,6976,8167,4079,7650,5934,7210,4656,5536,5008,1430,1044,5536,5023,3930,586,5536,4103,1430,975,7330,5015,4872,635,5331,7113,8167,7230,7650,1612,8158,5211,5331,6702,8167,4894,7650,868,7110,4480,5536,8101,4384,7112,5536,5405,5322,5021,5536,3400,4384,4509,4311,918,6049,4329,5331,7113,8167,4919,7650,6277,8158,4760,5331,4228,8167,4894,7650,4549,7110,4312,5536,4187,1430,1006,5536,4805,1551,582,5536,467,1430,461,4311,461,1430,461,5331,7327,8167,3280,7650,995,4834,917,5331,832,8167,466,7650,461,4834,461,5536,4164,4384,4500,5536,5153,6045,4281,5536,466,4384,461,4311,461,1430,461,5331,4842,8167,468,7650,4765,4834,461,5331,466,8167,466,7650,461,4834,461,5536,4164,1430,461,5536,4954,1430,461,5536,466,1430,461,4311,461,1430,461
auto_216,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_217,462,1470,785,5425,820,895,844,1103,462,7924,785,7298,820,895,819,747,798,1101,4500,1103,830,1103,4466,1103,798,6065,4500,1102,3655,895,7390,1103,462,1470,785,5425,820,1529,844,1103,462,6997,785,7298,820,7217,819,7393,798,1101,6338,895,830,1104,5440,1103,798,2160,6338,849,2616,1251,7373,1103,462,4457,785,2978,820,895,3672,895,462,7608,785,7391,820,895,3672,895,798,4984,4500,1104,830,1103,7217,1103,798,7768,4500,981,3655,895,6338,1103,462,4614,785,2991,820,7379,2658,5249,462,7856,785,1412,820,7441,4066,7001,798,4984,6338,1104,830,4974,7833,1103,798,1299,6338,895,4006,4453,5272,1103,462,7895,785,6821,820,4693,844,6011,462,6789,785,5979,820,1399,819,7393,798,6534,4500,4916,830,6244,5850,895,798,1992,4500,922,3655,895,1459,895,462,7895,785,5969,820,7120,844,5207,462,6788,785,5979,820,5002,819,4810,798,4876,6338,1456,830,4766,6428,1066,798,950,6338,895,3655,895,6338,895,462,7022,785,3771,820,6462,3672,895,462,981,785,552,820,895,3672,895,798,4696,4500,770,830,5191,6338,770,798,895,4500,895,3655,895,6338,895,462,7638,785,620,820,5513,3672,895,462,552,785,552,820,895,3672,895,798,4696,6338,895,830,4902,6338,895,798,895,6338,895,3655,895,6338,895
auto_218,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_219,462,981,763,1077,820,895,819,895,462,4441,763,4616,820,895,819,895,798,1101,4543,895,830,895,4519,895,798,2943,4543,895,3655,895,7292,895,462,981,763,1077,820,1105,819,895,462,4650,763,4616,820,6953,819,4671,798,1101,6338,895,830,895,6338,895,798,2160,6338,895,2761,1251,7670,895,462,4447,763,3040,820,895,3672,895,462,6867,763,7448,820,895,3672,895,798,5041,4543,895,830,895,7291,895,798,7450,4543,981,3655,895,6338,895,462,4590,763,2248,820,6946,2721,1221,462,7387,763,1285,820,6889,4029,4457,798,5041,6338,895,830,5032,7173,895,798,1292,6338,895,3964,4453,5138,895,462,6561,763,7073,820,1598,819,6177,462,6536,763,5121,820,1392,819,5281,798,6534,4543,1806,830,6153,5730,895,798,1970,4543,895,3655,895,6338,895,462,6561,763,5298,820,6914,819,5175,462,5775,763,5121,820,4520,819,5018,798,4876,6338,1456,830,4795,6370,1102,798,950,6338,895,3655,895,6338,895,462,6408,763,1923,820,1345,3672,895,462,981,763,895,820,895,3672,895,798,4696,4543,895,830,5563,6338,895,798,895,4543,895,3655,895,6338,895,462,5779,763,950,820,4521,3672,895,462,552,763,895,820,895,3672,895,798,4696,6338,895,830,5327,6338,895,798,895,6338,895,3655,895,6338,895
